probability,day_of_week,hour,days_to_deliver,delivery_distance
HIGH,3,13,2,270.9828005
LOW,3,13,5,521.4186422
LOW,3,13,6,609.9357755
HIGH,3,13,2,276.6913857
MEDIUM,3,13,4,431.7767101
MEDIUM,3,13,3,309.8481362
MEDIUM,3,21,3,262.7670731
LOW,3,21,6,344.7228552
HIGH,3,21,2,208.3117845
LOW,3,21,5,497.7495306
MEDIUM,3,21,2,220.2092012
LOW,3,21,4,360.1328105
MEDIUM,3,21,3,355.0430095
MEDIUM,3,21,2,145.1036383
LOW,3,21,5,546.7447972
LOW,3,21,4,408.3819641
MEDIUM,3,21,2,214.5270161
MEDIUM,3,21,3,361.7082989
LOW,3,21,4,407.3252443
LOW,3,21,6,678.2633973
LOW,3,21,5,501.7085728
MEDIUM,3,21,3,318.6487329
HIGH,3,21,5,528.9807577
LOW,3,21,6,808.2820651
LOW,3,21,5,474.8988127
HIGH,3,21,2,200.7449421
LOW,3,21,6,442.1558235
LOW,3,21,6,850.9337913
MEDIUM,3,21,2,208.6835835
LOW,3,21,5,493.0599268
HIGH,3,21,2,143.3003124
MEDIUM,3,21,3,301.0162517
LOW,3,21,6,713.3133739
MEDIUM,2,15,4,365.6334535
MEDIUM,2,15,4,497.642735
MEDIUM,3,10,4,361.3251752
HIGH,3,10,2,194.2487666
HIGH,3,10,2,223.1699184
HIGH,3,10,2,181.5351496
MEDIUM,3,10,4,333.35289
MEDIUM,3,10,4,286.057686
LOW,3,10,5,523.7755362
HIGH,3,10,2,202.0910191
HIGH,3,10,2,190.2754801
MEDIUM,3,10,4,400.968333
LOW,3,10,5,362.0181005
MEDIUM,3,10,4,237.8622887
MEDIUM,3,10,3,220.3276985
MEDIUM,3,10,4,405.9799389
MEDIUM,3,10,4,305.1625358
LOW,3,10,5,424.8073264
LOW,3,10,6,638.2296045
MEDIUM,3,10,4,455.3310399
HIGH,3,10,4,290.3941837
MEDIUM,3,10,3,282.0583804
MEDIUM,3,10,3,325.8530137
MEDIUM,3,10,4,428.9301568
MEDIUM,3,10,3,261.0311517
LOW,3,10,6,670.2446707
HIGH,3,10,2,293.946512
MEDIUM,3,10,5,566.6644113
LOW,3,10,5,525.7243582
MEDIUM,3,10,3,277.1970713
MEDIUM,3,10,3,324.6941849
HIGH,3,10,2,190.3583868
HIGH,3,10,2,231.8506862
HIGH,3,10,2,264.0426912
LOW,3,10,5,543.1799189
LOW,3,10,6,648.1810502
LOW,3,10,6,628.3702393
MEDIUM,3,6,3,394.289488
MEDIUM,3,6,4,371.1587894
MEDIUM,3,6,4,551.8285212
MEDIUM,3,6,2,242.1142565
MEDIUM,3,6,2,258.5415217
MEDIUM,3,6,4,415.11535
MEDIUM,3,6,5,501.522196
MEDIUM,3,6,3,313.5637974
MEDIUM,3,6,3,264.4606761
LOW,3,6,5,370.2401546
LOW,3,6,5,644.2614673
LOW,3,6,5,443.5148387
MEDIUM,3,6,4,370.3403125
LOW,3,6,6,787.6513677
MEDIUM,3,6,4,421.3951031
MEDIUM,3,6,3,311.3720577
MEDIUM,3,6,3,387.9467453
LOW,3,6,5,465.0000706
LOW,3,6,5,637.1987899
MEDIUM,3,6,6,334.0681045
LOW,3,6,6,396.6793655
LOW,3,6,6,601.4062962
LOW,3,6,5,527.6759136
LOW,3,6,5,576.04886
MEDIUM,3,6,3,239.7713426
HIGH,3,6,3,357.2483951
MEDIUM,3,6,4,477.0891304
LOW,3,6,5,569.8752757
LOW,3,6,5,385.374518
MEDIUM,3,6,4,358.5175385
LOW,3,6,6,656.22489
MEDIUM,3,6,4,457.7629463
LOW,3,6,5,195.630254
MEDIUM,3,6,2,202.0688267
LOW,3,13,5,585.1803251
MEDIUM,3,13,4,415.407751
MEDIUM,3,13,3,344.9632498
LOW,3,13,6,495.6728833
MEDIUM,3,13,4,490.9520521
MEDIUM,3,13,4,439.6855852
LOW,3,13,5,468.3926413
HIGH,3,13,2,277.0842745
MEDIUM,3,13,4,300.0495573
MEDIUM,3,13,4,249.7277202
LOW,3,13,5,452.0894054
LOW,3,13,5,396.6841535
MEDIUM,3,13,6,498.8642334
MEDIUM,3,13,3,174.5063815
MEDIUM,2,15,3,375.0927457
MEDIUM,2,15,3,226.204048
HIGH,2,15,4,465.4897164
MEDIUM,2,15,3,354.7348843
MEDIUM,2,15,3,366.8558334
LOW,2,15,6,837.9449729
HIGH,2,15,2,203.5772578
HIGH,2,15,4,468.7785253
HIGH,2,15,2,245.5939709
LOW,2,15,5,486.0497488
MEDIUM,2,15,3,228.3457344
HIGH,2,15,2,231.4411157
MEDIUM,2,15,4,391.120271
MEDIUM,2,15,3,293.196301
MEDIUM,3,13,6,632.1256041
MEDIUM,3,13,4,453.9355112
LOW,3,13,6,534.0000255
HIGH,3,13,2,236.2457401
LOW,3,13,6,587.3249074
HIGH,3,13,2,222.9566599
LOW,3,13,5,530.9394106
MEDIUM,3,13,4,354.4480313
MEDIUM,3,13,3,249.7518037
LOW,3,13,6,755.5238367
MEDIUM,3,13,3,302.000118
LOW,3,13,5,573.1753953
MEDIUM,3,13,4,410.1429367
MEDIUM,3,13,4,544.5906009
LOW,3,13,5,300.5276159
LOW,3,13,5,428.3508881
LOW,3,13,6,479.4838587
LOW,3,13,6,536.8206312
MEDIUM,3,13,4,457.0981962
MEDIUM,3,13,4,463.8130334
LOW,3,13,6,731.9456364
MEDIUM,3,13,3,250.7783425
LOW,3,13,6,477.657816
LOW,3,13,5,524.4781237
HIGH,3,13,2,207.4152774
LOW,3,13,6,594.7362273
MEDIUM,3,13,5,480.3284899
HIGH,3,13,4,407.132685
LOW,3,13,6,572.7077935
HIGH,3,13,2,238.7196614
MEDIUM,3,13,3,331.6297067
MEDIUM,3,13,3,294.4682309
LOW,3,13,5,506.5991039
LOW,3,13,6,373.5433335
LOW,3,6,5,547.0811797
MEDIUM,3,6,3,243.0518915
MEDIUM,3,6,4,391.2817461
MEDIUM,3,6,3,201.276638
MEDIUM,3,6,4,423.3642098
MEDIUM,3,6,3,359.338913
MEDIUM,3,6,3,416.3502131
MEDIUM,3,6,3,422.5666991
MEDIUM,3,6,4,238.3944478
MEDIUM,3,6,3,401.0067179
MEDIUM,3,6,4,350.1933188
MEDIUM,3,6,4,420.1011459
LOW,3,6,6,561.5752209
LOW,3,6,6,586.1228085
MEDIUM,3,6,2,226.5945479
HIGH,3,6,2,212.2249027
LOW,3,6,5,596.6983282
MEDIUM,3,6,3,347.7923053
LOW,3,6,5,350.2309996
MEDIUM,3,6,3,333.9744833
LOW,3,6,6,594.3594542
MEDIUM,3,6,3,399.7531981
MEDIUM,3,6,4,401.8850354
MEDIUM,3,6,2,227.1291051
LOW,3,6,6,474.9057107
MEDIUM,3,6,2,247.2532361
HIGH,3,6,6,589.3387305
MEDIUM,3,6,2,147.947527
LOW,3,6,6,532.6846425
MEDIUM,3,6,3,169.5073321
LOW,3,6,6,563.8148387
LOW,3,6,5,572.342627
MEDIUM,3,6,4,497.8244809
HIGH,3,6,4,398.7222984
MEDIUM,3,6,3,346.6159897
MEDIUM,3,6,4,508.4504319
MEDIUM,3,6,2,220.8596149
LOW,3,6,5,704.3180707
MEDIUM,3,21,3,410.150129
MEDIUM,3,21,3,255.0975137
MEDIUM,3,21,2,270.9027663
MEDIUM,3,21,3,216.0833178
MEDIUM,3,21,2,193.818902
MEDIUM,3,21,3,399.7012908
LOW,3,21,6,335.039591
MEDIUM,3,10,4,395.9203401
HIGH,3,10,2,143.390487
LOW,3,10,5,722.0244337
LOW,3,10,6,692.508812
HIGH,3,10,2,286.5850181
HIGH,3,10,2,266.6913114
MEDIUM,3,10,4,505.9606907
MEDIUM,3,10,3,283.725891
LOW,3,10,6,673.488853
MEDIUM,3,10,3,350.8550782
HIGH,3,10,2,147.1097893
MEDIUM,3,10,3,249.6861365
LOW,3,10,6,715.402337
HIGH,3,10,2,242.2723474
MEDIUM,3,10,3,257.4840803
LOW,3,10,6,638.5890939
LOW,2,22,5,451.3691722
LOW,2,22,4,380.3676411
LOW,2,22,4,396.9763318
LOW,2,22,5,703.6341415
LOW,2,22,4,432.7312792
MEDIUM,2,22,3,336.7293988
MEDIUM,2,22,3,235.5438729
MEDIUM,2,22,2,215.7912056
LOW,2,22,4,409.1479999
MEDIUM,2,22,2,341.5256118
MEDIUM,2,22,3,410.9601516
LOW,2,22,5,504.4088274
HIGH,2,22,3,295.4933693
LOW,2,22,6,718.0077569
MEDIUM,2,22,2,257.7684359
LOW,2,22,4,350.1917179
MEDIUM,2,22,3,332.7498638
LOW,2,22,5,538.2426279
LOW,3,21,4,366.356146
MEDIUM,3,21,2,194.0450264
MEDIUM,3,21,3,300.0149056
MEDIUM,3,21,2,235.2323738
MEDIUM,3,21,2,172.1223172
LOW,3,21,5,556.6496899
LOW,3,21,4,393.8368309
LOW,3,21,5,484.244524
LOW,3,21,4,434.2596728
LOW,3,21,6,440.4102303
MEDIUM,3,21,3,275.9089623
LOW,3,21,5,529.6753951
MEDIUM,3,21,2,231.1887264
MEDIUM,3,21,2,187.2728195
MEDIUM,3,21,2,269.5909207
MEDIUM,3,21,2,179.817197
MEDIUM,3,21,2,193.2731063
MEDIUM,3,21,3,316.2960803
MEDIUM,3,21,3,315.6646141
LOW,3,21,4,442.9654223
MEDIUM,3,21,3,205.372388
LOW,3,21,5,254.4888664
MEDIUM,3,21,3,261.3684791
MEDIUM,3,21,3,270.2758024
MEDIUM,3,21,3,243.9706134
MEDIUM,3,21,3,396.0994399
LOW,3,21,5,299.779571
MEDIUM,3,21,3,256.4786046
LOW,3,21,6,635.6690469
MEDIUM,3,21,3,204.8398212
LOW,3,21,6,398.3085918
MEDIUM,3,21,2,271.2761329
LOW,3,21,4,533.1714759
LOW,3,21,6,466.4159181
MEDIUM,3,21,2,211.8101221
LOW,3,21,4,374.4761774
LOW,3,21,6,600.5687196
LOW,3,21,4,483.5861828
LOW,3,21,4,469.2575741
LOW,3,21,5,508.1537272
MEDIUM,3,21,2,198.7715123
LOW,3,21,4,447.5408954
MEDIUM,3,21,2,146.1268657
MEDIUM,3,21,2,250.4598402
MEDIUM,3,21,3,271.6739706
HIGH,3,21,6,480.9738642
MEDIUM,3,21,3,227.0502935
MEDIUM,3,21,3,321.4998412
LOW,3,21,6,498.3957661
LOW,3,21,4,356.1638868
LOW,3,21,6,759.2035946
MEDIUM,3,21,3,290.4233333
LOW,3,21,5,404.0495487
MEDIUM,3,21,2,122.0145078
LOW,3,21,5,558.8158415
MEDIUM,3,21,2,212.0525373
LOW,3,21,6,638.9340035
LOW,3,21,4,328.8610458
LOW,3,21,5,570.2230943
MEDIUM,3,21,2,227.9336392
MEDIUM,3,21,3,332.1390691
LOW,3,21,5,573.6936325
LOW,3,21,5,584.5323478
LOW,3,21,6,642.7509512
MEDIUM,3,21,3,333.8412327
LOW,3,21,6,836.849912
MEDIUM,3,21,2,243.519284
LOW,3,21,6,529.8230196
MEDIUM,3,21,2,196.7191824
MEDIUM,3,21,2,160.6836041
LOW,3,21,5,549.7652829
LOW,3,21,6,441.9912164
MEDIUM,3,21,3,327.1575879
MEDIUM,3,21,3,262.5249739
LOW,3,21,4,508.2797154
HIGH,3,21,6,766.6454752
MEDIUM,3,21,3,377.5884335
MEDIUM,3,21,2,230.8438092
MEDIUM,3,21,3,345.6658494
MEDIUM,3,21,3,373.2680701
LOW,3,21,5,467.7855571
HIGH,3,21,2,267.0879842
LOW,3,21,4,376.6407041
LOW,3,21,5,489.3773886
LOW,3,21,4,337.7108123
LOW,3,21,5,395.5628903
LOW,3,21,4,315.6316098
LOW,3,21,6,615.9517135
LOW,3,21,5,424.6004565
LOW,3,21,4,498.1362021
LOW,3,21,6,668.7490226
LOW,3,21,6,641.5218282
LOW,3,21,6,627.1530497
MEDIUM,3,9,4,445.0878373
LOW,3,9,6,559.8346545
LOW,3,9,5,432.1028636
LOW,2,22,4,364.6412392
LOW,2,22,5,571.9586664
LOW,2,22,5,398.6254752
LOW,2,22,6,631.4351779
LOW,2,22,6,504.0543412
LOW,2,22,5,479.6690619
LOW,2,22,4,429.542831
LOW,2,22,4,511.5871159
LOW,2,22,6,592.3379797
MEDIUM,2,22,3,280.4822612
LOW,2,22,6,490.8504268
LOW,2,22,5,448.7662394
MEDIUM,2,22,2,214.0333918
LOW,2,22,5,620.3967092
MEDIUM,2,22,3,392.7182136
LOW,2,22,6,440.1417671
HIGH,3,13,2,222.286354
MEDIUM,3,13,3,212.4002543
MEDIUM,3,13,4,467.8035086
MEDIUM,3,13,3,361.4772562
LOW,3,13,5,487.099917
LOW,3,13,6,744.8409429
MEDIUM,3,13,4,458.7311906
MEDIUM,3,13,3,419.2463165
LOW,3,13,6,605.9576073
LOW,3,13,5,577.4931698
LOW,3,13,6,644.9211461
LOW,3,13,6,519.0040838
MEDIUM,3,13,3,269.2569612
LOW,3,13,5,315.8063361
LOW,3,13,5,543.5767117
LOW,3,13,5,457.9978018
HIGH,3,13,2,250.809422
MEDIUM,3,13,4,481.6213243
LOW,3,13,6,610.6982572
MEDIUM,3,13,4,428.5185613
LOW,3,13,6,583.7969884
MEDIUM,3,13,2,172.8982988
HIGH,3,13,5,637.5959455
MEDIUM,3,13,3,242.5104389
LOW,3,13,6,491.7573865
MEDIUM,3,13,4,438.7567355
MEDIUM,3,13,4,287.9865676
LOW,3,13,5,291.3091869
LOW,3,13,6,616.1592772
HIGH,3,13,3,230.1906375
MEDIUM,3,13,4,353.7104255
LOW,3,13,5,525.7688696
MEDIUM,3,13,3,307.8534554
HIGH,3,13,2,220.8046245
LOW,3,13,6,508.0117714
LOW,3,2,6,540.7152179
LOW,3,2,6,466.7063472
LOW,3,10,5,492.4647455
HIGH,3,10,2,217.6749616
LOW,3,10,6,666.8144136
MEDIUM,3,10,5,490.9287032
HIGH,3,10,2,177.6583638
MEDIUM,3,10,3,418.8424682
HIGH,3,10,2,248.1478252
MEDIUM,3,10,5,415.2767231
LOW,3,10,6,685.6357652
HIGH,3,10,5,512.9156257
MEDIUM,3,10,3,440.3425699
MEDIUM,3,10,3,225.3989977
LOW,3,10,6,431.9662456
MEDIUM,3,10,3,313.4464512
HIGH,3,10,2,305.2022992
MEDIUM,3,10,4,348.9668697
HIGH,3,10,2,254.0405737
MEDIUM,3,10,3,219.0365472
MEDIUM,3,10,3,278.2073103
HIGH,3,10,2,198.3929483
MEDIUM,3,10,3,296.7711262
LOW,3,10,5,580.5835467
HIGH,3,10,2,220.5455096
MEDIUM,3,10,3,434.4520693
LOW,3,13,6,580.9420427
LOW,3,13,6,689.29953
HIGH,3,13,2,256.442084
MEDIUM,3,13,3,415.6194201
LOW,3,13,5,341.813587
MEDIUM,3,13,3,328.3361497
LOW,3,13,5,636.8935588
HIGH,3,13,2,230.190465
HIGH,3,13,2,197.8181952
LOW,3,13,6,554.0842117
LOW,3,13,5,517.8425369
HIGH,3,13,2,217.9786678
MEDIUM,3,13,3,271.9946153
LOW,3,13,6,556.5813433
LOW,3,13,5,482.160386
LOW,3,13,5,368.9616746
MEDIUM,3,13,4,270.7977354
HIGH,3,13,4,291.5153028
LOW,3,13,5,400.6826506
MEDIUM,3,13,3,271.7881789
LOW,3,13,6,590.4414037
MEDIUM,3,13,2,113.087414
HIGH,3,13,2,282.5259374
LOW,3,13,6,591.9528635
MEDIUM,3,13,3,266.5628106
LOW,3,13,6,666.3607249
MEDIUM,3,13,4,380.4175913
LOW,3,13,6,545.1150211
LOW,3,13,5,303.2209975
MEDIUM,3,13,4,497.0453704
LOW,3,13,6,843.7200391
HIGH,3,13,2,254.1185279
MEDIUM,3,13,3,291.6583111
LOW,3,13,6,702.7083689
HIGH,3,13,2,215.2074476
LOW,3,13,5,490.5658252
LOW,3,13,6,650.6563458
MEDIUM,3,13,4,444.3140592
HIGH,3,2,6,584.9229708
MEDIUM,3,2,3,310.4851672
LOW,3,2,4,408.289261
MEDIUM,3,2,4,470.2754022
LOW,3,2,6,571.501351
LOW,3,2,4,423.1342867
LOW,3,2,4,350.7861121
LOW,3,2,4,274.4071435
LOW,3,2,4,607.4648605
MEDIUM,3,2,3,241.8296337
MEDIUM,3,2,3,356.8410464
MEDIUM,3,2,3,416.6412218
MEDIUM,3,2,3,384.2695409
MEDIUM,3,2,3,261.83076
LOW,3,2,5,545.6244741
MEDIUM,3,2,2,226.6899331
LOW,3,2,4,542.8915999
LOW,3,2,6,634.2082239
LOW,3,2,5,405.940624
LOW,3,2,6,655.0836565
MEDIUM,3,2,3,350.8190441
LOW,3,2,4,488.7409603
LOW,3,2,6,553.3957903
MEDIUM,3,2,3,204.6130341
HIGH,3,2,3,339.693611
LOW,3,2,4,452.7800716
MEDIUM,3,2,2,177.0685679
LOW,3,2,5,281.2859936
MEDIUM,3,21,3,464.2437076
LOW,3,21,5,589.990974
LOW,3,21,5,376.2901181
LOW,3,21,4,552.7753242
LOW,3,21,6,693.6509774
LOW,3,21,4,455.3147427
MEDIUM,3,21,3,402.7960596
LOW,3,21,5,725.7746719
LOW,3,21,4,329.5594335
LOW,3,21,4,549.1761321
MEDIUM,3,21,2,150.1899233
LOW,3,21,6,307.2375253
HIGH,3,21,4,417.9079642
LOW,3,21,5,402.4539965
HIGH,3,21,4,372.0205631
LOW,3,21,5,499.698663
MEDIUM,3,21,2,193.0825226
MEDIUM,3,21,2,191.2367735
LOW,3,21,6,370.9655103
MEDIUM,3,21,3,269.7613669
MEDIUM,3,21,3,282.4673525
LOW,3,21,5,549.2084679
LOW,3,21,4,343.5070216
MEDIUM,3,21,3,257.8938903
MEDIUM,3,21,2,187.4680209
MEDIUM,3,21,3,324.5293557
MEDIUM,3,21,2,151.7411078
LOW,3,21,5,520.8378417
MEDIUM,3,21,2,272.2080148
LOW,3,21,5,660.2287128
LOW,3,21,4,388.6259455
LOW,3,21,5,491.2074342
LOW,3,21,6,666.8002527
MEDIUM,3,21,3,310.8894781
LOW,3,21,4,433.6634639
MEDIUM,2,22,2,257.6715585
LOW,2,22,6,827.639783
MEDIUM,2,22,4,301.8017775
LOW,2,22,4,468.1405531
MEDIUM,2,22,3,211.2821751
LOW,2,22,6,599.7158081
MEDIUM,2,22,3,333.2267217
MEDIUM,2,22,3,342.5191352
MEDIUM,2,22,2,240.8558457
HIGH,2,22,4,346.9771969
LOW,2,22,6,805.3047197
LOW,2,22,6,612.9004961
LOW,2,22,4,556.5777932
LOW,2,22,5,390.2592307
LOW,3,9,6,521.0087712
MEDIUM,3,9,3,207.5821147
MEDIUM,3,9,4,395.5193406
MEDIUM,3,9,3,331.0633226
MEDIUM,3,9,4,382.1203136
MEDIUM,3,9,3,232.273214
HIGH,3,9,2,236.3241684
HIGH,3,9,2,277.4947401
MEDIUM,3,9,3,288.3035232
LOW,3,9,5,444.5579166
MEDIUM,3,9,4,474.1843349
LOW,3,9,6,613.6494587
LOW,3,9,6,513.7715223
LOW,3,9,6,629.4423091
MEDIUM,3,9,4,512.1956413
HIGH,3,9,2,191.1325644
HIGH,3,9,2,182.8043593
HIGH,3,9,2,250.9064376
MEDIUM,3,9,3,280.8976007
HIGH,3,9,2,236.5698274
MEDIUM,3,9,6,629.131541
LOW,3,9,5,604.4971757
HIGH,3,9,2,201.0261471
HIGH,3,13,2,215.0441169
HIGH,3,13,2,186.6454655
MEDIUM,3,13,4,451.3196136
HIGH,3,13,2,215.6687533
MEDIUM,3,13,4,470.9545829
LOW,3,13,5,527.9905686
HIGH,3,13,2,202.6577893
MEDIUM,3,13,3,309.9243374
LOW,3,13,5,525.3709532
LOW,3,13,6,258.6319616
HIGH,3,13,2,247.6533378
MEDIUM,3,13,3,300.7053115
LOW,3,13,6,655.8501577
LOW,3,13,6,640.0563099
LOW,3,13,5,436.6691831
LOW,3,13,6,762.0912032
LOW,3,13,6,429.4164239
LOW,3,13,5,527.2457623
LOW,3,13,6,482.9198425
LOW,3,13,5,411.5656794
LOW,3,13,6,464.0216296
LOW,3,13,5,634.6449376
MEDIUM,3,13,4,393.9564424
LOW,3,13,6,679.9287454
LOW,3,13,5,407.2774055
LOW,3,13,5,555.7533992
LOW,3,13,5,604.3961078
LOW,3,13,5,468.1011767
LOW,3,13,6,1001.541251
LOW,3,13,5,601.2468311
LOW,3,13,5,392.9292255
LOW,3,13,5,762.5261443
HIGH,3,13,2,196.8757657
MEDIUM,3,13,3,228.3409246
HIGH,3,9,2,205.0723836
MEDIUM,3,9,4,510.3208249
LOW,3,9,6,634.2623424
LOW,3,9,6,687.4335733
MEDIUM,3,9,4,518.2911576
HIGH,3,9,2,252.2745919
LOW,3,9,6,646.4280825
LOW,3,9,5,375.9259514
HIGH,3,9,2,209.4026773
MEDIUM,3,9,6,541.5101024
LOW,3,9,6,637.1002441
LOW,3,9,6,606.7374641
LOW,3,9,6,562.078303
MEDIUM,3,9,4,342.9293316
MEDIUM,3,9,3,308.6954556
HIGH,3,9,2,169.5677794
LOW,3,9,6,665.5575755
LOW,3,9,6,613.6470375
MEDIUM,3,9,3,229.7877251
LOW,3,9,5,616.9295324
LOW,3,9,6,586.5738005
MEDIUM,3,9,4,376.8106272
LOW,3,9,6,608.1540745
MEDIUM,3,9,3,299.756156
LOW,3,9,6,682.4573981
HIGH,3,9,5,411.7618875
MEDIUM,3,9,3,285.6552772
LOW,3,2,6,786.7188702
MEDIUM,3,2,3,278.1064475
LOW,3,2,4,333.4044107
HIGH,3,10,2,195.5386778
LOW,3,10,6,564.2586546
MEDIUM,3,10,4,374.6171291
HIGH,3,10,2,196.9343625
MEDIUM,3,10,3,334.9268247
HIGH,3,10,2,202.4055098
MEDIUM,3,10,3,386.6050167
LOW,3,10,5,635.2272451
HIGH,3,9,4,443.4349184
MEDIUM,2,22,2,155.2433854
MEDIUM,2,22,2,175.2902043
LOW,2,22,4,398.8312095
LOW,2,22,6,416.3302671
LOW,2,22,6,728.7859083
LOW,2,22,4,562.9095724
LOW,2,22,4,250.0013617
MEDIUM,2,22,2,280.1617453
MEDIUM,2,22,3,334.0535596
MEDIUM,2,22,3,364.9587142
LOW,2,22,5,524.0687121
LOW,2,22,5,487.6202226
MEDIUM,2,22,2,203.5882391
MEDIUM,2,22,3,184.8911748
MEDIUM,2,22,2,197.3202414
LOW,2,22,4,338.6551442
MEDIUM,2,22,3,291.7537787
LOW,2,22,5,405.8881796
LOW,2,22,4,397.2242977
LOW,2,22,5,602.7443815
LOW,2,22,5,442.7570855
MEDIUM,2,22,3,383.2441444
MEDIUM,2,22,3,387.9829243
LOW,2,22,6,657.9784183
HIGH,3,17,2,197.1542186
HIGH,3,17,2,187.4419742
MEDIUM,3,17,3,416.4450007
MEDIUM,3,17,3,322.3998917
LOW,3,17,5,364.3034087
MEDIUM,3,17,3,360.5984623
HIGH,3,17,6,687.1496402
MEDIUM,3,17,5,477.6616626
MEDIUM,3,17,3,317.5252229
LOW,3,17,6,567.0589293
LOW,3,17,5,405.5802038
LOW,3,17,5,397.7454537
LOW,3,17,6,679.7170017
MEDIUM,3,17,3,242.5282657
MEDIUM,3,17,3,301.4083124
MEDIUM,3,17,4,400.8486415
MEDIUM,3,17,3,221.8783376
MEDIUM,3,17,4,534.7637042
MEDIUM,3,17,4,287.204591
HIGH,3,17,6,605.6182495
MEDIUM,3,17,4,405.6747776
HIGH,3,17,2,275.3805413
LOW,2,15,5,728.2271301
LOW,2,15,6,623.8581545
HIGH,2,15,3,368.1656102
HIGH,2,15,2,138.7260416
HIGH,2,15,2,218.2305343
LOW,2,15,6,462.5317487
LOW,2,15,5,474.3517956
LOW,3,10,5,462.2032081
HIGH,3,10,2,234.813306
HIGH,3,10,2,205.0857195
LOW,3,10,6,639.0208193
LOW,3,10,6,525.1641705
MEDIUM,3,10,3,247.1048783
MEDIUM,3,10,4,450.5186901
MEDIUM,3,10,4,548.3740397
LOW,3,10,5,599.3458169
HIGH,3,10,2,183.0392128
LOW,3,10,5,503.5142708
MEDIUM,3,10,4,424.7516831
HIGH,3,10,2,210.1371186
HIGH,3,10,2,216.1653132
LOW,3,10,5,568.0476229
HIGH,3,10,4,281.3092254
LOW,3,10,5,526.9394556
LOW,3,10,6,516.4051338
LOW,3,10,6,684.0228134
HIGH,3,10,2,304.1718873
HIGH,3,10,2,147.5758417
HIGH,3,10,2,254.9521245
MEDIUM,3,10,3,287.0321968
MEDIUM,3,10,3,274.4816942
LOW,3,10,6,691.4164444
LOW,3,10,5,566.89176
HIGH,3,10,2,162.9606164
HIGH,3,10,2,194.7164381
LOW,3,10,6,557.2939247
HIGH,3,10,2,188.1736581
LOW,3,10,5,402.213891
MEDIUM,3,10,5,421.0529045
HIGH,3,10,2,297.2414601
MEDIUM,3,10,4,420.4899231
MEDIUM,3,6,3,226.8687453
MEDIUM,3,6,4,438.6905131
MEDIUM,3,6,4,462.1012519
LOW,3,6,6,566.107866
LOW,3,6,6,806.1985113
LOW,3,6,6,661.1889722
MEDIUM,3,6,2,224.1677543
LOW,3,6,5,585.1311621
MEDIUM,3,6,3,256.1180432
LOW,3,21,4,421.7008664
MEDIUM,3,21,3,358.4570405
MEDIUM,3,21,3,298.1115832
LOW,3,21,4,351.8575171
LOW,3,21,5,455.7370235
MEDIUM,3,21,2,236.052387
MEDIUM,3,21,2,181.2637221
MEDIUM,3,21,3,159.0200431
MEDIUM,3,21,3,281.7874629
LOW,3,21,4,367.3832459
LOW,3,21,6,530.6173405
LOW,3,21,5,396.6701814
LOW,3,21,4,296.2674697
LOW,3,21,4,340.7105631
LOW,3,21,6,670.3154069
LOW,3,21,4,455.3346793
LOW,3,21,5,507.2169334
MEDIUM,3,21,3,393.0161324
LOW,3,21,4,352.3749833
MEDIUM,3,21,2,233.1296799
MEDIUM,3,21,2,189.8887086
LOW,3,21,4,418.4746016
LOW,3,21,6,530.8666097
LOW,3,21,5,454.6440407
MEDIUM,3,21,2,317.0856126
LOW,3,21,4,429.1193092
LOW,3,21,4,401.2923179
MEDIUM,3,21,3,274.1809338
LOW,3,21,5,631.6298361
LOW,3,21,5,734.5119266
MEDIUM,3,21,2,201.6806985
LOW,3,21,5,419.0778656
LOW,3,21,5,668.8917105
MEDIUM,3,21,3,345.3048023
LOW,3,21,4,389.8749404
LOW,3,21,4,377.3351145
MEDIUM,3,21,2,225.9240937
MEDIUM,3,21,3,242.1968174
MEDIUM,3,21,2,209.6936942
MEDIUM,3,21,3,237.2855366
MEDIUM,3,21,2,205.1109258
MEDIUM,3,21,3,333.3364396
MEDIUM,3,21,3,289.3585121
LOW,3,21,6,538.5475648
LOW,3,21,4,446.0152785
HIGH,3,21,4,493.932768
LOW,3,21,6,504.7326934
LOW,3,21,5,406.8218963
MEDIUM,3,21,3,338.5824883
LOW,3,21,4,457.8704684
LOW,3,21,4,483.8634029
MEDIUM,3,21,2,195.7028311
MEDIUM,3,21,2,271.2372998
LOW,3,21,5,637.8215526
LOW,3,21,5,628.8574514
LOW,3,21,5,455.2909948
MEDIUM,3,21,3,338.4176903
MEDIUM,3,21,3,291.908798
LOW,3,21,4,330.310092
MEDIUM,3,21,2,257.2294651
MEDIUM,3,21,3,469.7403447
MEDIUM,3,21,3,406.085702
LOW,3,21,4,364.7089743
MEDIUM,3,21,2,246.8285916
LOW,3,21,6,419.2638492
MEDIUM,3,21,2,185.1034517
MEDIUM,3,21,3,318.0030829
LOW,3,21,4,322.357966
MEDIUM,3,21,6,608.3201441
LOW,3,21,5,559.1275456
LOW,3,21,4,374.4722343
MEDIUM,3,21,5,570.2961301
LOW,3,21,4,438.332519
MEDIUM,3,21,2,225.9822963
LOW,3,21,4,512.3859614
LOW,3,21,4,370.2320325
LOW,3,21,6,606.6078086
LOW,3,21,4,379.8552076
LOW,3,21,6,430.7430663
MEDIUM,3,21,2,150.9682847
LOW,3,21,6,488.2442725
LOW,3,21,6,579.6213901
LOW,3,21,4,277.9514316
